ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Meters
7075,4055 - 3793,4055,3793,68,4750.476415295440300
7076,4055 - 4050,4055,4050,69,4811.715833184592200
7077,4055 - 2711,4055,2711,70,5034.134733960088900
7078,4055 - 3686,4055,3686,71,5400.140311866101000
7079,4055 - 3790,4055,3790,72,5662.331791685773200
7080,4055 - 3377,4055,3377,73,5788.649238813101900
7081,4055 - 2574,4055,2574,74,5884.303498438649500
7082,4055 - 2572,4055,2572,75,6244.597291849350800
7083,4055 - 4058,4055,4058,76,6537.708275404813300
7084,4055 - 3791,4055,3791,77,7329.125329815732600
7085,2566 - 2566,2566,2566,1,0.000000000000000
7086,2566 - 2552,2566,2552,2,404.485583846770910
7087,2566 - 2575,2566,2575,3,495.676638006061300
7088,2566 - 2501,2566,2501,4,564.085478262137830
7089,2566 - 2537,2566,2537,5,765.357825838071110
7090,2566 - 3685,2566,3685,6,808.329097323447060
7091,2566 - 3621,2566,3621,7,817.331655419934240
7092,2566 - 2499,2566,2499,8,990.769162506894530
7093,2566 - 3455,2566,3455,9,1016.897271312192900
7094,2566 - 3684,2566,3684,10,1111.072248319161600
7095,2566 - 2711,2566,2711,11,1130.783386344518200
7096,2566 - 3294,2566,3294,12,1191.856939414002700
7097,2566 - 2494,2566,2494,13,1323.421741876626600
7098,2566 - 2567,2566,2567,14,1385.156726420840000
7099,2566 - 2549,2566,2549,15,1404.046966017387100
7100,2566 - 3686,2566,3686,16,1409.307927702531100
7101,2566 - 2495,2566,2495,17,1442.598847148150100
7102,2566 - 4047,2566,4047,18,1513.300559771744700
7103,2566 - 2502,2566,2502,19,1524.678833941386100
7104,2566 - 4050,2566,4050,20,1543.339688981067600
7105,2566 - 3619,2566,3619,21,1544.475507069770400
7106,2566 - 3390,2566,3390,22,1648.072069223569800
7107,2566 - 2539,2566,2539,23,1716.673952977713500
7108,2566 - 3513,2566,3513,24,1721.621709239339000
7109,2566 - 2496,2566,2496,25,1772.103917919575500
7110,2566 - 3635,2566,3635,26,1860.903778849566400
7111,2566 - 4060,2566,4060,27,1888.856204788305100
7112,2566 - 2574,2566,2574,28,1893.471114275080300
7113,2566 - 2565,2566,2565,29,1910.434754039722300
7114,2566 - 2498,2566,2498,30,1931.703356275554400
7115,2566 - 2562,2566,2562,31,1971.729819134545600
7116,2566 - 4048,2566,4048,32,1974.163643630619800
7117,2566 - 2563,2566,2563,33,1979.662185404794400
7118,2566 - 2497,2566,2497,34,2051.562672744624700
7119,2566 - 1001,2566,1001,35,2148.261925035537400
7120,2566 - 3687,2566,3687,36,2190.922261370945300
7121,2566 - 2572,2566,2572,37,2253.764907685781100
7122,2566 - 3790,2566,3790,38,2271.899103873503000
7123,2566 - 2570,2566,2570,39,2287.198621246341600
7124,2566 - 3291,2566,3291,40,2330.898336038613700
7125,2566 - 2571,2566,2571,41,2334.611812912843100
7126,2566 - 3377,2566,3377,42,2398.216551000833100
7127,2566 - 2540,2566,2540,43,2402.726394763941200
7128,2566 - 2503,2566,2503,44,2438.094366120830300
7129,2566 - 2561,2566,2561,45,2469.960976232474400
7130,2566 - 2707,2566,2707,46,2510.307413944807600
7131,2566 - 4051,2566,4051,47,2529.066378678755400
7132,2566 - 4058,2566,4058,48,2546.875891241244500
7133,2566 - 3792,2566,3792,49,2565.747964233465200
7134,2566 - 3660,2566,3660,50,2697.872050821240000
7135,2566 - 2504,2566,2504,51,2702.042183477313300
7136,2566 - 2547,2566,2547,52,2765.867128761737600
7137,2566 - 3841,2566,3841,53,2819.985378986530100
7138,2566 - 2548,2566,2548,54,2962.171970535513500
7139,2566 - 3797,2566,3797,55,2985.707125360518600
7140,2566 - 2569,2566,2569,56,3119.915285239824700
7141,2566 - 2542,2566,2542,57,3165.239334752462600
7142,2566 - 3798,2566,3798,58,3234.498766840974400
7143,2566 - 4059,2566,4059,59,3281.937886713286800
7144,2566 - 3838,2566,3838,60,3337.156554796435100
7145,2566 - 2568,2566,2568,61,3355.714730430690900
7146,2566 - 4057,2566,4057,62,3440.527025256313700
7147,2566 - 3793,2566,3793,63,3478.518329322580000
7148,2566 - 3292,2566,3292,64,3480.491184737896200
7149,2566 - 3795,2566,3795,65,3499.807714954607500
7150,2566 - 4052,2566,4052,66,3768.506695001133700
7151,2566 - 3799,2566,3799,67,3778.501496993197200
7152,2566 - 3794,2566,3794,68,3833.943010029149700
7153,2566 - 2822,2566,2822,69,3979.176666303511400
7154,2566 - 4055,2566,4055,70,4024.570832764070500
7155,2566 - 3293,2566,3293,71,4078.142665252139500
7156,2566 - 4054,2566,4054,72,4312.855727750617900
7157,2566 - 3791,2566,3791,73,4393.210852493926700
7158,2566 - 2544,2566,2544,74,4414.344278951896700
7159,2566 - 4061,2566,4061,75,4573.698252798435500
7160,2566 - 2823,2566,2823,76,4945.666070111601600
7161,2566 - 4062,2566,4062,77,5211.316081444358100
7162,4059 - 4059,4059,4059,1,0.000000000000000
7163,4059 - 2707,4059,2707,2,921.561909378379480
7164,4059 - 2563,4059,2563,3,1346.222654477792500
7165,4059 - 4060,4059,4060,4,1503.178845008182600
7166,4059 - 2542,4059,2542,5,1503.187304191260600
7167,4059 - 3292,4059,3292,6,1730.478693098608600
7168,4059 - 3660,4059,3660,7,1783.798621612317400
7169,4059 - 4057,4059,4057,8,1820.909735886025600
7170,4059 - 2498,4059,2498,9,1984.719678484232400
7171,4059 - 2539,4059,2539,10,1995.248603300291300
7172,4059 - 2494,4059,2494,11,2162.915371873160400
7173,4059 - 3684,4059,3684,12,2170.865638394125200
7174,4059 - 3687,4059,3687,13,2224.719517153942000
7175,4059 - 3293,4059,3293,14,2257.157886169992300
7176,4059 - 4052,4059,4052,15,2287.544215641546100
7177,4059 - 2571,4059,2571,16,2315.910553558820500
7178,4059 - 2568,4059,2568,17,2319.287921392869100
7179,4059 - 2565,4059,2565,18,2326.064376244698500
7180,4059 - 2822,4059,2822,19,2328.675178496423500
7181,4059 - 4061,4059,4061,20,2354.651887370914200
7182,4059 - 2569,4059,2569,21,2366.215843408962400
7183,4059 - 4055,4059,4055,22,2404.953543393782600
7184,4059 - 2499,4059,2499,23,2445.540198135971400
7185,4059 - 2495,4059,2495,24,2473.824187611636700
7186,4059 - 3390,4059,3390,25,2505.318504225146200
7187,4059 - 4051,4059,4051,26,2510.890831962333300
7188,4059 - 2562,4059,2562,27,2600.180991923522000
7189,4059 - 3619,4059,3619,28,2664.095441882747800
7190,4059 - 3513,4059,3513,29,2694.132627452415800
7191,4059 - 2544,4059,2544,30,2729.088841232126900
7192,4059 - 2496,4059,2496,31,2831.680802912610900
7193,4059 - 4054,4059,4054,32,2831.893248391030700
7194,4059 - 2570,4059,2570,33,2846.189710119145700
7195,4059 - 2502,4059,2502,34,2875.593056743562600
7196,4059 - 3455,4059,3455,35,2911.005395043768700
7197,4059 - 3621,4059,3621,36,2922.193266674511500
7198,4059 - 3291,4059,3291,37,2927.383602354373100
7199,4059 - 4048,4059,4048,38,2945.192479295297300
7200,4059 - 2503,4059,2503,39,2967.771988326107500
7201,4059 - 2549,4059,2549,40,2967.972427493063600
7202,4059 - 4062,4059,4062,41,2992.269716016835400
7203,4059 - 1001,4059,1001,42,2993.642937228514700
7204,4059 - 3294,4059,3294,43,3008.047334018980100
7205,4059 - 2504,4059,2504,44,3020.067591849089700
7206,4059 - 4047,4059,4047,45,3092.108742109441200
7207,4059 - 2561,4059,2561,46,3097.596431725851700
7208,4059 - 2823,4059,2823,47,3121.887345748453800
7209,4059 - 2497,4059,2497,48,3167.487694464600700
7210,4059 - 2552,4059,2552,49,3184.148822785615300
7211,4059 - 2566,4059,2566,50,3281.937886713286400
7212,4059 - 2567,4059,2567,51,3380.591322296426800
7213,4059 - 2537,4059,2537,52,3452.676815557048500
7214,4059 - 2501,4059,2501,53,3507.065050655514400
7215,4059 - 2575,4059,2575,54,3764.001230408348000
7216,4059 - 3685,4059,3685,55,3805.756646803333800
7217,4059 - 3635,4059,3635,56,3886.713207699342100
7218,4059 - 2711,4059,2711,57,4165.474177198205300
7219,4059 - 2540,4059,2540,58,4190.253767567845900
7220,4059 - 3798,4059,3798,59,4290.217770437212500
7221,4059 - 3799,4059,3799,60,4420.361297462675800
7222,4059 - 3797,4059,3797,61,4489.732675512767900
7223,4059 - 3686,4059,3686,62,4531.479755104217500
7224,4059 - 2547,4059,2547,63,4645.560290827515000
7225,4059 - 4050,4059,4050,64,4790.610303991254100
7226,4059 - 2548,4059,2548,65,4846.831333744290500
7227,4059 - 2574,4059,2574,66,5015.642941676766000
7228,4059 - 3794,4059,3794,67,5023.361476328736000
7229,4059 - 3792,4059,3792,68,5154.381934524342800
7230,4059 - 3841,4059,3841,69,5255.919500103006600
7231,4059 - 3795,4059,3795,70,5333.312873632678900
7232,4059 - 2572,4059,2572,71,5375.936735087467200
7233,4059 - 3790,4059,3790,72,5383.289593737589700
7234,4059 - 3377,4059,3377,73,5509.607040864919300
7235,4059 - 3838,4059,3838,74,5525.022357703312100
7236,4059 - 4058,4059,4058,75,5669.047718642930700
7237,4059 - 3793,4059,3793,76,5914.452450439056500
7238,4059 - 3791,4059,3791,77,7504.601342358012500
7239,3635 - 3635,3635,3635,1,0.000000000000000
7240,3635 - 2540,3635,2540,2,548.423892027374680
7241,3635 - 2497,3635,2497,3,724.152754927141930
7242,3635 - 4047,3635,4047,4,798.990803943101130
7243,3635 - 3294,3635,3294,5,880.042529755363380
7244,3635 - 1001,3635,1001,6,901.496485617229380
7245,3635 - 3291,3635,3291,7,967.103123432970280
7246,3635 - 2547,3635,2547,8,1000.256815150371000
7247,3635 - 2496,3635,2496,9,1056.077396696931800
7248,3635 - 2537,3635,2537,10,1095.545953011495200
7249,3635 - 2561,3635,2561,11,1106.165763626830500
7250,3635 - 3685,3635,3685,12,1183.571669587709300
7251,3635 - 3797,3635,3797,13,1193.173858335925400
7252,3635 - 2548,3635,2548,14,1201.527858067147200
7253,3635 - 3455,3635,3455,15,1208.156484111173300
7254,3635 - 3621,3635,3621,16,1208.649041926632000
7255,3635 - 3619,3635,3619,17,1222.990809861595800
7256,3635 - 2562,3635,2562,18,1288.914291786020800
7257,3635 - 3792,3635,3792,19,1346.941092816098300
7258,3635 - 4051,3635,4051,20,1382.880956146112300
7259,3635 - 3390,3635,3390,21,1393.269413041796700
7260,3635 - 2495,3635,2495,22,1422.222797315306300
7261,3635 - 3841,3635,3841,23,1451.273453563963600
7262,3635 - 2552,3635,2552,24,1458.688481405695300
7263,3635 - 2499,3635,2499,25,1462.139439803971800
7264,3635 - 2501,3635,2501,26,1464.323991663328300
7265,3635 - 3798,3635,3798,27,1466.254478882608100
7266,3635 - 2565,3635,2565,28,1569.211005101644100
7267,3635 - 2571,3635,2571,29,1573.409102641722900
7268,3635 - 3838,3635,3838,30,1725.243114820569200
7269,3635 - 3684,3635,3684,31,1733.396173622817700
7270,3635 - 2494,3635,2494,32,1736.751038658782800
7271,3635 - 3795,3635,3795,33,1745.014902797741300
7272,3635 - 2569,3635,2569,34,1759.126115284381300
7273,3635 - 2566,3635,2566,35,1860.903778849566200
7274,3635 - 2498,3635,2498,36,1909.194254028710700
7275,3635 - 2539,3635,2539,37,1912.975275130652100
7276,3635 - 2568,3635,2568,38,1994.925560475247500
7277,3635 - 3799,3635,3799,39,2010.257209034830800
7278,3635 - 2549,3635,2549,40,2030.627434442043500
7279,3635 - 3794,3635,3794,41,2079.150197872283600
7280,3635 - 3793,3635,3793,42,2109.806403900014200
7281,3635 - 2502,3635,2502,43,2151.259302366042400
7282,3635 - 2575,3635,2575,44,2275.404272775827400
7283,3635 - 3513,3635,3513,45,2343.945634542995300
7284,3635 - 3660,3635,3660,46,2387.702908128296300
7285,3635 - 4052,3635,4052,47,2410.862639768389700
7286,3635 - 4060,3635,4060,48,2500.798861623961800
7287,3635 - 2567,3635,2567,49,2515.957735630906400
7288,3635 - 4050,3635,4050,50,2549.918752995989100
7289,3635 - 2563,3635,2563,51,2591.604842240450600
7290,3635 - 4048,3635,4048,52,2600.744112055276200
7291,3635 - 4055,3635,4055,53,2730.510690643726300
7292,3635 - 3687,3635,3687,54,2817.502729795601200
7293,3635 - 2711,3635,2711,55,2910.511021114284200
7294,3635 - 2570,3635,2570,56,2913.779089670998000
7295,3635 - 2542,3635,2542,57,2937.119075423819100
7296,3635 - 4054,3635,4054,58,2955.211672517874400
7297,3635 - 4057,3635,4057,59,3033.486271310653600
7298,3635 - 2503,3635,2503,60,3064.674834545486600
7299,3635 - 2707,3635,2707,61,3122.250070780463400
7300,3635 - 3686,3635,3686,62,3189.035562472297000
7301,3635 - 2504,3635,2504,63,3328.622651901969200
7302,3635 - 3790,3635,3790,64,3400.534711497169200
7303,3635 - 3292,3635,3292,65,3470.899646999053400
7304,3635 - 3377,3635,3377,66,3526.852158624499200
7305,3635 - 2822,3635,2822,67,3645.344173903667100
7306,3635 - 2574,3635,2574,68,3673.198749044846000
7307,3635 - 4059,3635,4059,69,3886.713207699343500
7308,3635 - 2572,3635,2572,70,4033.492542455546800
7309,3635 - 2544,3635,2544,71,4080.511786552052400
7310,3635 - 4058,3635,4058,72,4326.603526011009300
7311,3635 - 3293,3635,3293,73,4485.445699083736100
7312,3635 - 2823,3635,2823,74,4718.609031928397600
7313,3635 - 3791,3635,3791,75,4803.650732640506200
7314,3635 - 4061,3635,4061,76,5200.278721223092400
7315,3635 - 4062,3635,4062,77,5837.896549869015000
7316,3513 - 3513,3513,3513,1,0.000000000000000
7317,3513 - 2502,3513,2502,2,321.243736529615030
7318,3513 - 4048,3513,4048,3,411.289566185280710
7319,3513 - 2549,3513,2549,4,497.973513949616060
7320,3513 - 3684,3513,3684,5,610.549460920177470
7321,3513 - 3687,3513,3687,6,628.048183925606050
7322,3513 - 2570,3513,2570,7,724.324543801002620
7323,3513 - 2494,3513,2494,8,745.160828389255810
7324,3513 - 2567,3513,2567,9,826.242002082478620
7325,3513 - 2503,3513,2503,10,875.220288675491020
7326,3513 - 2499,3513,2499,11,885.224020662023460
7327,3513 - 2495,3513,2495,12,926.400574871688950
7328,3513 - 3619,3513,3619,13,1127.756634847399500
7329,3513 - 2539,3513,2539,14,1137.440130316342900
7330,3513 - 2504,3513,2504,15,1139.168106031973600
7331,3513 - 3390,3513,3390,16,1228.080037547198600
7332,3513 - 4060,3513,4060,17,1301.050945527434400
7333,3513 - 2498,3513,2498,18,1352.952971712183400
7334,3513 - 3455,3513,3455,19,1353.690222404822000
7335,3513 - 2496,3513,2496,20,1355.385045697204500
7336,3513 - 3621,3513,3621,21,1361.877089200563200
7337,3513 - 2575,3513,2575,22,1366.089076762567900
7338,3513 - 2563,3513,2563,23,1391.856926143923600
7339,3513 - 3294,3513,3294,24,1463.903104787631700
7340,3513 - 2565,3513,2565,25,1488.308651426351400
7341,3513 - 2562,3513,2562,26,1551.737787458174400
7342,3513 - 4047,3513,4047,27,1557.430968058094300
7343,3513 - 2711,3513,2711,28,1611.124856984257100
7344,3513 - 2552,3513,2552,29,1623.832645311667900
7345,3513 - 2497,3513,2497,30,1636.752960496253100
7346,3513 - 2566,3513,2566,31,1721.621709239339000
7347,3513 - 1001,3513,1001,32,1730.304122804165900
7348,3513 - 2537,3513,2537,33,1895.896995114700100
7349,3513 - 3291,3513,3291,34,1913.440407217043000
7350,3513 - 2571,3513,2571,35,1914.619781236472100
7351,3513 - 2707,3513,2707,36,1922.502154683936900
7352,3513 - 2501,3513,2501,37,1946.748873181566800
7353,3513 - 3686,3513,3686,38,1977.130434890270000
7354,3513 - 2561,3513,2561,39,2052.503047410903500
7355,3513 - 4051,3513,4051,40,2109.330087564384900
7356,3513 - 3660,3513,3660,41,2240.561470635768700
7357,3513 - 3685,3513,3685,42,2248.976826360985800
7358,3513 - 3635,3513,3635,43,2343.945634542995300
7359,3513 - 2574,3513,2574,44,2461.293621462818900
7360,3513 - 2542,3513,2542,45,2580.452585683290600
7361,3513 - 4059,3513,4059,46,2694.132627452415800
7362,3513 - 2569,3513,2569,47,2699.350748205554700
7363,3513 - 2540,3513,2540,48,2722.633774680197800
7364,3513 - 2572,3513,2572,49,2821.587414873520200
7365,3513 - 3292,3513,3292,50,2892.685925477024700
7366,3513 - 2568,3513,2568,51,2932.467051100020400
7367,3513 - 4057,3513,4057,52,2978.749376706541600
7368,3513 - 4061,3513,4061,53,3010.824175353098800
7369,3513 - 4058,3513,4058,54,3114.698398428983200
7370,3513 - 3797,3513,3797,55,3147.866745156820800
7371,3513 - 2547,3513,2547,56,3177.940297939866000
7372,3513 - 4050,3513,4050,57,3213.188247916306000
7373,3513 - 3798,3513,3798,58,3314.145655536265200
7374,3513 - 4052,3513,4052,59,3330.968475210761400
7375,3513 - 2548,3513,2548,60,3379.211340856642000
7376,3513 - 3293,3513,3293,61,3490.337405991268000
7377,3513 - 2822,3513,2822,62,3517.399017753739800
7378,3513 - 4055,3513,4055,63,3562.793184214298400
7379,3513 - 3799,3513,3799,64,3614.587419209926300
7380,3513 - 4062,3513,4062,65,3648.442003999020000
7381,3513 - 3792,3513,3792,66,3686.761941636693800
7382,3513 - 3841,3513,3841,67,3788.299507215359000
7383,3513 - 3790,3513,3790,68,3822.973416263641900
7384,3513 - 4054,3513,4054,69,3875.317507960246100
7385,3513 - 3795,3513,3795,70,3922.698385587236800
7386,3513 - 3377,3513,3377,71,3949.290863390971500
7387,3513 - 2544,3513,2544,72,3952.496708399024100
7388,3513 - 3794,3513,3794,73,4047.289361427790000
7389,3513 - 3838,3513,3838,74,4057.402364815664400
7390,3513 - 2823,3513,2823,75,4357.860810850730600
7391,3513 - 3793,3513,3793,76,4446.832457551408900
7392,3513 - 3791,3513,3791,77,5944.285164884065100
7393,4050 - 4050,4050,4050,1,0.000000000000000
7394,4050 - 3790,4050,3790,2,850.615958501180220
7395,4050 - 3377,4050,3377,3,976.933405628510060
7396,4050 - 2501,4050,2501,4,1288.820306446239600
7397,4050 - 3685,4050,3685,5,1442.446299612579900
7398,4050 - 2566,4050,2566,6,1543.339688981067600
7399,4050 - 2537,4050,2537,7,1579.429781025294000
7400,4050 - 2552,4050,2552,8,1606.461481205638600
7401,4050 - 2575,4050,2575,9,1847.099171153738800
7402,4050 - 3621,4050,3621,10,1896.291298464543200
7403,4050 - 3455,4050,3455,11,1916.688662206284300
7404,4050 - 3294,4050,3294,12,2014.034229837225900
7405,4050 - 4047,4050,4047,13,2329.556878809968100
7406,4050 - 2495,4050,2495,14,2345.915961855416800
7407,4050 - 2499,4050,2499,15,2353.263222027783300
7408,4050 - 3619,4050,3619,16,2366.652797492994100
7409,4050 - 2711,4050,2711,17,2482.205919492195800
7410,4050 - 3390,4050,3390,18,2500.295744882836500
7411,4050 - 3635,4050,3635,19,2549.918752995989100
7412,4050 - 2496,4050,2496,20,2589.984818006798800
7413,4050 - 3684,4050,3684,21,2619.744665597128900
7414,4050 - 2494,4050,2494,22,2632.197899829594500
7415,4050 - 2565,4050,2565,23,2733.575044786945500
7416,4050 - 2567,4050,2567,24,2736.579259568517000
7417,4050 - 3686,4050,3686,25,2760.730460850208600
7418,4050 - 2497,4050,2497,26,2768.972602679847100
7419,4050 - 2562,4050,2562,27,2793.525911504767900
7420,4050 - 2549,4050,2549,28,2822.002338815454600
7421,4050 - 2498,4050,2498,29,2835.020470982821300
7422,4050 - 2539,4050,2539,30,2838.801492084762200
7423,4050 - 1001,4050,1001,31,2865.671854970759800
7424,4050 - 2502,4050,2502,32,2942.634206739453500
7425,4050 - 3791,4050,3791,33,2971.927707121603800
7426,4050 - 2540,4050,2540,34,3000.997200190463400
7427,4050 - 3291,4050,3291,35,3048.308265973837000
7428,4050 - 3841,4050,3841,36,3117.795046713801600
7429,4050 - 2571,4050,2571,37,3154.860975751066200
7430,4050 - 3792,4050,3792,38,3157.026279641187100
7431,4050 - 2561,4050,2561,39,3187.370906167697700
7432,4050 - 3513,4050,3513,40,3213.188247916306400
7433,4050 - 2574,4050,2574,41,3244.893647422757600
7434,4050 - 4051,4050,4051,42,3251.918160071978500
7435,4050 - 2547,4050,2547,43,3357.145444169459600
7436,4050 - 4048,4050,4048,44,3392.119016428687200
7437,4050 - 4060,4050,4060,45,3397.528622066273300
7438,4050 - 3838,4050,3838,46,3470.312915742657400
7439,4050 - 2563,4050,2563,47,3488.334602682762600
7440,4050 - 3660,4050,3660,48,3521.012341568463400
7441,4050 - 2548,4050,2548,49,3553.450285943235500
7442,4050 - 3797,4050,3797,50,3576.985440768240600
7443,4050 - 3793,4050,3793,51,3604.732538045102500
7444,4050 - 2572,4050,2572,52,3605.187440833458800
7445,4050 - 3687,4050,3687,53,3608.877634169012700
7446,4050 - 3795,4050,3795,54,3636.990873747030000
7447,4050 - 2570,4050,2570,55,3705.153994044409000
7448,4050 - 3798,4050,3798,56,3825.777082248696800
7449,4050 - 2569,4050,2569,57,3840.331257825248500
7450,4050 - 2503,4050,2503,58,3856.049738918897700
7451,4050 - 4058,4050,4058,59,3898.298424388922300
7452,4050 - 3794,4050,3794,60,3971.126168821572300
7453,4050 - 2542,4050,2542,61,4017.463010411729100
7454,4050 - 2707,4050,2707,62,4018.979831222775800
7455,4050 - 2568,4050,2568,63,4076.130703016114700
7456,4050 - 2504,4050,2504,64,4119.997556275379800
7457,4050 - 4057,4050,4057,65,4263.667316003537100
7458,4050 - 3799,4050,3799,66,4298.404914617635800
7459,4050 - 3292,4050,3292,67,4451.564063263763300
7460,4050 - 4052,4050,4052,68,4492.067782309256500
7461,4050 - 4059,4050,4059,69,4790.610303991255000
7462,4050 - 2822,4050,2822,70,4802.316957050734300
7463,4050 - 4055,4050,4055,71,4811.715833184594000
7464,4050 - 4054,4050,4054,72,5036.416815058741100
7465,4050 - 2544,4050,2544,73,5237.484569699119700
7466,4050 - 3293,4050,3293,74,5457.641068392944400
7467,4050 - 2823,4050,2823,75,5810.680419529708200
7468,4050 - 4061,4050,4061,76,5991.653625596503800
7469,4050 - 4062,4050,4062,77,6629.271454242426400
7470,2499 - 2499,2499,2499,1,0.000000000000000
7471,2499 - 3684,2499,3684,2,274.674559741846000
7472,2499 - 2494,2499,2494,3,341.486230816232250
7473,2499 - 2495,2499,2495,4,461.168795221755370
7474,2499 - 3455,2499,3455,5,472.504438308798460
7475,2499 - 3621,2499,3621,6,480.691305104539880
7476,2499 - 3294,2499,3294,7,582.096910048608270
7477,2499 - 2549,2499,2549,8,676.803703286671630
7478,2499 - 4047,2499,4047,9,689.127166404350420
7479,2499 - 3619,2499,3619,10,720.302113702376000
7480,2499 - 2539,2499,2539,11,734.738441917319730
7481,2499 - 2552,2499,2552,12,746.801740822144550
7482,2499 - 2502,2499,2502,13,797.435571210670560
7483,2499 - 3390,2499,3390,14,820.831413702174930
7484,2499 - 3513,2499,3513,15,885.224020662023460
7485,2499 - 2496,2499,2496,16,947.930524552181170
7486,2499 - 2498,2499,2498,17,950.251283313159890
7487,2499 - 2566,2499,2566,18,990.769162506894420
7488,2499 - 2537,2499,2537,19,1014.711211018676500
7489,2499 - 4060,2499,4060,20,1052.458516210990000
7490,2499 - 2501,2499,2501,21,1069.717968692043500
7491,2499 - 2565,2499,2565,22,1083.194098518327600
7492,2499 - 2563,2499,2563,23,1143.264496827479000
7493,2499 - 2562,2499,2562,24,1144.489163613150800
7494,2499 - 2567,2499,2567,25,1162.134004475534500
7495,2499 - 2497,2499,2497,26,1229.298439351229900
7496,2499 - 4048,2499,4048,27,1246.920380899904100
7497,2499 - 1001,2499,1001,28,1323.055498959142600
7498,2499 - 3685,2499,3685,29,1367.791042264962700
7499,2499 - 3635,2499,3635,30,1462.139439803971800
7500,2499 - 3687,2499,3687,31,1463.678998640229800
7501,2499 - 2575,2499,2575,32,1472.832506201955800
7502,2499 - 3291,2499,3291,33,1506.191783372019500
7503,2499 - 2571,2499,2571,34,1507.371157391448600
7504,2499 - 2570,2499,2570,35,1559.955358515625900
7505,2499 - 2561,2499,2561,36,1645.254423565879700
7506,2499 - 2707,2499,2707,37,1673.909725367492200
7507,2499 - 4051,2499,4051,38,1702.081463719361600
7508,2499 - 2503,2499,2503,39,1710.851103390114800
7509,2499 - 2540,2499,2540,40,1841.365610647874700
7510,2499 - 3660,2499,3660,41,1870.631395299845500
7511,2499 - 2711,2499,2711,42,1947.016859377312800
7512,2499 - 2504,2499,2504,43,1974.798920746597300
7513,2499 - 2542,2499,2542,44,2237.670396484667400
7514,2499 - 3797,2499,3797,45,2267.883600910497500
7515,2499 - 2569,2499,2569,46,2292.911499238530700
7516,2499 - 2547,2499,2547,47,2296.672133907543000
7517,2499 - 3686,2499,3686,48,2313.022437283325400
7518,2499 - 4050,2499,4050,49,2353.263222027782800
7519,2499 - 4059,2499,4059,50,2445.540198135971400
7520,2499 - 2548,2499,2548,51,2497.943176824318900
7521,2499 - 2568,2499,2568,52,2528.710944429396900
7522,2499 - 3798,2499,3798,53,2548.486901274179700
7523,2499 - 4057,2499,4057,54,2613.286369734918500
7524,2499 - 3292,2499,3292,55,2644.093496160580300
7525,2499 - 2574,2499,2574,56,2797.185623855874400
7526,2499 - 3792,2499,3792,57,2805.493777604370700
7527,2499 - 3841,2499,3841,58,2907.031343183035900
7528,2499 - 4052,2499,4052,59,2941.266039479738500
7529,2499 - 3795,2499,3795,60,3041.430221554913700
7530,2499 - 3790,2499,3790,61,3092.120869531197100
7531,2499 - 3799,2499,3799,62,3092.489631426402400
7532,2499 - 2822,2499,2822,63,3151.936010782116700
7533,2499 - 2572,2499,2572,64,3157.479417266575600
7534,2499 - 3794,2499,3794,65,3175.985898976765800
7535,2499 - 3838,2499,3838,66,3176.134200783341400
7536,2499 - 4055,2499,4055,67,3197.330177242675300
7537,2499 - 3377,2499,3377,68,3218.438316658527100
7538,2499 - 3293,2499,3293,69,3241.744976674823600
7539,2499 - 4058,2499,4058,70,3450.590400822038600
7540,2499 - 4054,2499,4054,71,3485.615072229223200
7541,2499 - 3793,2499,3793,72,3565.564293519085800
7542,2499 - 2544,2499,2544,73,3587.103623430501600
7543,2499 - 4061,2499,4061,74,3846.454990067722100
7544,2499 - 2823,2499,2823,75,4030.887805602646000
7545,2499 - 4062,2499,4062,76,4484.072818713643800
7546,2499 - 3791,2499,3791,77,5213.432618151620800
7547,2568 - 2568,2568,2568,1,0.000000000000000
7548,2568 - 2569,2568,2569,2,235.799445190866070
7549,2568 - 4052,2568,4052,3,415.937079293142120
7550,2568 - 4055,2568,4055,4,735.585130168478830
7551,2568 - 3660,2568,3660,5,740.028810961921070
7552,2568 - 4051,2568,4051,6,827.913492259935200
7553,2568 - 2542,2568,2542,7,955.951416456170930
7554,2568 - 4054,2568,4054,8,960.286112042627000
7555,2568 - 2571,2568,2571,9,1026.079782439847800
7556,2568 - 3291,2568,3291,10,1027.822437042277200
7557,2568 - 4057,2568,4057,11,1048.439294011405800
7558,2568 - 2561,2568,2561,12,1198.035266413755400
7559,2568 - 1001,2568,1001,13,1213.090836564154200
7560,2568 - 2497,2568,2497,14,1312.103559870066600
7561,2568 - 2562,2568,2562,15,1384.258889137145800
7562,2568 - 2565,2568,2565,16,1447.846678138069100
7563,2568 - 3292,2568,3292,17,1485.852669699804900
7564,2568 - 2498,2568,2498,18,1582.197221684236600
7565,2568 - 2496,2568,2496,19,1583.610812511115500
7566,2568 - 2822,2568,2822,20,1660.297196604419900
7567,2568 - 3390,2568,3390,21,1707.879530727221700
7568,2568 - 4060,2568,4060,22,1741.513268655786300
7569,2568 - 2539,2568,2539,23,1799.167985646076900
7570,2568 - 3619,2568,3619,24,1811.239223360920500
7571,2568 - 4047,2568,4047,25,1844.038751707946200
7572,2568 - 2563,2568,2563,26,1861.703913881096200
7573,2568 - 3635,2568,3635,27,1994.925560475247300
7574,2568 - 2495,2568,2495,28,2068.577136941641600
